;index;name;ingredients;cuisine
141;141;apple ginger galette;['1 1/2 cups all purpose flour', '1/2 teaspoon salt', '3 tablespoons butter (cold)', '3 tablespoons shortening (or lard, cold)', '4 tablespoons ice cold water', '3 Granny Smith apples (medium-sized)', '1 lemon', '1 tablespoon fresh lemon juice', '1 teaspoon fresh ginger (grated)', '1/2 cup granulated sugar', '2 tablespoons all purpose flour', '1 teaspoon cinnamon', '1 teaspoon all spice', '1/8 teaspoon nutmeg', '1/4 teaspoon salt', '1 egg', '3 teaspoons water'];french
142;142;almond milk crepes;['3/4 cup all purpose flour', '1/4 cup cake flour', '1 tablespoon granulated sugar', '1/2 teaspoon fine sea salt', '1 1/2 cups almond milk', '3 large eggs', '1 large egg yolk', '3 tablespoons virgin coconut oil (melted and strained + more for greasing the pan)'];french
143;143;chicken cordon bleu;"['3 tablespoons olive oil', '6 boneless chicken breasts (skinless)', '6 slices Gruyere cheese (4"" x 4"", havarti or mozzarella can substitute)', '4 green onions (finely minced)', '12 slices prosciutto', 'salt', 'pepper', '4 eggs', '2 cups panko breadcrumbs', '6 tablespoons butter (melted)', '1 teaspoon olive oil', '2 lemons (juiced)', '1 tablespoon shallot (minced)', '1 tablespoon Dijon mustard', '1 tablespoon sherry', '2 teaspoons champagne vinegar', '1 cup heavy whipping cream', '1 tablespoon parsley (minced)', 'kosher salt', 'pepper']";french
144;144;pear clafouti;['softened butter (for greasing pan)', '2 Anjour pears (or Comice pears)', '1 tablespoon pear brandy (optional)', '4 tablespoons confectioners’ sugar', '3 tablespoons all-purpose flour', '1/2 teaspoon fine sea salt', '3 large eggs', '3/4 cup heavy whipping cream', '1/2 teaspoon pure vanilla extract', 'granulated sugar (for sprinkling)'];french
145;145;french bouillabaisse;['3/4 cup olive oil', '2 onions (thinly sliced)', '2 leeks (sliced)', '3 tomatoes (peeled, seeded and chopped)', '4 cloves garlic (minced)', '1 sprig fennel (leaf)', '1 sprig fresh thyme', '1 bay leaf', '1 teaspoon orange zest', '3/4 pound mussels (cleaned and debearded)', '9 cups boiling water', 'salt', 'pepper', '5 pounds sea bass', '1 pinch saffron threads', '3/4 pound shrimp (fresh, peeled and deveined)'];french
146;146;grilled chicken nicoise salad;['1 1/2 pounds skinless chicken breasts (boneless)', '2 tablespoons kosher salt', '1 tablespoon sugar', '4 cups water', '1 cup fresh basil leaves (tightly packed)', '1 lemon (medium)', '3 tablespoons fresh lemon juice', '1 clove garlic (crushed)', '2 teaspoons anchovy paste', '1 tablespoon Dijon mustard', '1 teaspoon sugar', '1/2 teaspoon salt', '1 cup extra-virgin olive oil', '1 pound small red potatoes (cut in bite-size pieces)', '3/4 pound green beans (long, thin)', '3/4 cup kalamata olives (or Nicoise, drained)', '4 Roma tomatoes (medium, halved, each half cut in quarters)', '4 hard boiled eggs (large, peeled and halved)', '1 head butter lettuce (or bib, leaves separated, washed and spun dry)'];french
147;147;beef wellington;['2 tablespoons olive oil', '1 kilogram beef (eye fillet, trimmed)', '1 tablespoon Dijon mustard (or English mustard)', '70 grams pâté (store-bought)', '400 grams mixed mushrooms (such as button, Swiss brown and chestnut)', '40 grams butter (chopped)', '2 eschalots (finely chopped)', '2 teaspoons thyme (finely chopped)', '1 garlic clove (finely chopped)', '1/3 cup brandy (or Cognac)', '2 tablespoons cream (pure, thin)', '10 prosciutto (very thin slices of)', '375 grams puff pastry (butter)', '1 egg yolk (beaten with 1 tbs water, for egg wash)', 'sea salt'];french
148;148;white chocolate peppermint pots de crÃ©me;['1 teaspoon unflavored gelatin', '1 3/4 cups heavy cream', '4 large egg yolks', '6 ounces white chocolate chips (good quality, or chopped white chocolate*)', '3/4 teaspoon peppermint extract', 'whipped cream (fresh, for topping)'];french
149;149;tueesday night cassoulet;['1 pound lamb sausage (each:, Italian sausage, kielbasa sausage, each cut into 8 pieces)', '1 pound ham (one of the following: hunk of good, smoked whole turkey leg, roast whole duck legs, rotisserie chicken shredded into large chunks, optional)', '3 pints cherry tomatoes', '2 onions (medium-large, cut into 1 ½-inch chunks.)', '6 garlic cloves (sliced)', '3 tablespoons extra-virgin olive oil', '1 1/2 tablespoons balsamic vinegar', '2 teaspoons dried thyme leaves', '3 bay leaves', 'salt', 'pepper', '4 cans white beans (about 16 ounces each, undrained)'];french
150;150;macaron;['100 grams egg whites', '3 large eggs', '140 grams almond flour (1 1/2 cups)', '90 grams granulated sugar (just under 1/2 cup)', '130 grams powdered sugar (1 cup)', '1 teaspoon vanilla', '1/4 teaspoon cream of tartar (800mg)', '1 cup unsalted butter (softened 226g)', '5 egg yolks', '1/2 cup granulated sugar (100g)', '1 teaspoon vanilla', '3 tablespoons water (30mL)', '1 pinch salt'];french
151;151;korean pork chops;['4 New York (top loin) pork chops', '1/2 cup soy sauce', '4 tablespoons honey', '12 cloves garlic (minced)', '2 teaspoons sesame oil', '4 teaspoons fresh ginger root (grated)', '2 tablespoons sweet chili sauce', '2 tablespoons olive oil'];korean
152;152;easy korean sticky chicken;"['2 green onions', '1 1/2 pounds boneless, skinless chicken thighs', '1 teaspoon salt', '4 teaspoons cornstarch', '1 teaspoon water', '1/2 inch fresh ginger (1/2 inch is 1 Tbsp. minced)', '2 cloves garlic', '3 tablespoons gochujang (sweet and spicy Korean red pepper paste; buy at grocery stores, Asian markets, and online)', '2 tablespoons mirin', '1 tablespoon honey', '1 tablespoon toasted sesame oil', '1 tablespoon seasoned rice vinegar', '2 tablespoons vegetable oil', '1 teaspoon toasted sesame seeds']";korean
153;153;korean ground turkey rice bowls;['1 1/2 cups medium grain white rice', 'water (for rice)', '1 pound medium zucchini (small to)', '1/2 pound cremini mushrooms', '4 garlic cloves', '3 tablespoons gochujang', '1/4 cup applesauce', '1 tablespoon toasted sesame oil (for sauce)', '2 tablespoons water (for sauce)', '1 pound ground turkey (preferably thigh meat)', '1/2 tablespoon vegetable oil (for turkey)', '1/2 teaspoon salt (for turkey)', '1 tablespoon vegetable oil (for zucchini)', '1 tablespoon salted butter (or vegetable oil)', '1/4 teaspoon salt (for mushrooms)', '1 tablespoon black sesame seeds (or white sesame seeds)', '1/4 cup microgreens (or alfalfa sprouts)', 'toasted sesame oil (for serving)'];korean
154;154;korean bulgogi;['1 1/2 pounds flank steak', '2 garlic cloves', '1/4 cup mirin', '3 tablespoons soy sauce', '2 tablespoons toasted sesame oil', '4 teaspoons light brown sugar (packed)', '1/4 teaspoon salt', '1/4 teaspoon freshly ground black pepper', '1 1/2 pounds flank steak', '1 tablespoon vegetable oil (or more, if using frying pan)', '3 green onions', 'steamed rice (optional)', '1 head red leaf lettuce (separated into leaves, optional)', 'kimchi (optional)'];korean
155;155;korean glazed chicken drumsticks;['1 tablespoon sesame oil', '1 tablespoon cornstarch', '1/2 cup soy sauce', '1/2 cup rice vinegar', '3/4 cup brown sugar', '6 cloves garlic (minced)', '1 teaspoon ground ginger', '1 teaspoon sesame seeds', '1/2 teaspoon crushed red pepper flakes', '8 chicken drumsticks', 'sliced green onions (optional)', 'sesame seeds (optional)'];korean
156;156;korean beef bulgogi;['1 pound flank steak (or ribeye steak)', '1 yellow onion (Thinly sliced)', '1/2 cup soy sauce', '3 tablespoons white sugar', '4 cloves garlic (Minced)', '2 tablespoons sesame oil', '2 tablespoons sesame seeds', '1 freshly ground black pepper (Tspn)', 'green onions (Chopped, for garnish, optional)', 'cooked white rice (for serving)', '1 fresh ginger (Tspn, Minced)'];korean
157;157;korean vegetarian beef;['1 package veggie ground round (Yves, textured vegetable protein)', '1/2 cup brown sugar (lightly packed)', '1/4 cup light soy sauce', '1 tablespoon olive oil', '1 tablespoon sesame oil', '1 onion (large, thinly sliced)', '3 cloves garlic (minced)', '2 tablespoons fresh ginger (grated)', '1/2 teaspoon red chili flakes (dried)', '1/4 teaspoon ground black pepper', '1 teaspoon sesame seeds', '4 cups basmati rice (cooked)', '1/4 cup green onions (thinly sliced)'];korean
158;158;korean ground beef bowl;['1/4 cup low sodium soy sauce', '4 cloves garlic (finely minced or grated)', '1 tablespoon sesame oil', '2 tablespoons brown sugar', '1 tablespoon rice vinegar', '1 tablespoon ginger root (grated)', '1 teaspoon chili garlic sauce', '1/2 pound ground beef', '3 green onions (sliced, green and white parts separated)', '4 eggs', '4 teaspoons butter', '1 1/2 cups cooked rice', 'sesame seeds (optional, for garnish)'];korean
159;159;korean beef bowl;['1 tablespoon oil', '3 cloves garlic (minced)', '1/2 teaspoon ginger (minced)', '1 pound lean ground beef', '1/4 cup light brown sugar', '1/4 cup low sodium soy sauce', '2 teaspoons sesame oil', '1/2 teaspoon crushed red pepper flakes (or more to taste)', 'green onions (for garnish, if desired, optional)', 'sesame seeds (for garnish, if desired, optional)', 'white rice (for serving)'];korean
160;160;korean fried chicken 1;['2 pounds chicken breasts boneless (and skinless, cut into 1 inch pieces)', '1 large egg (beaten)', '1/2 cup cornstarch', '1/2 teaspoon salt (or to taste)', '1/2 teaspoon pepper (or to taste)', '3 tablespoons butter (unsalted)', '4 cloves garlic (minced)', '1 tablespoon fresh ginger (minced)', '1/4 cup honey', '1/4 cup brown sugar', '2 tablespoons soy sauce (low sodium)', '1 tablespoon rice vinegar', '1 tablespoon sesame oil', '2 tablespoons gochujang', 'green onions', 'toasted sesame seeds', 'red chilis (sliced)'];korean
161;161;spicy korean pork skewers;['2 pounds boneless country style pork ribs (cut into 1-inch cubes)', '1/2 cup garlic chili sauce', '1/4 cup soy sauce', '2 inches fresh ginger root (skins removed and chopped, or substitute 2 teaspoons of ground ginger)', '4 tablespoons sake (filtered, or dry sherry, optional)', '2 tablespoons sesame oil', '3 tablespoons brown sugar'];korean
162;162;korean bbq sauce;['3/4 cup dark brown sugar', '3/4 cup low sodium tamari', '1/4 cup water', '1 tablespoon rice wine vinegar', '1 1/2 tablespoons chili paste ({like Sambal Oelek})', '1 1/2 teaspoons sesame oil', '1/2 teaspoon coarse ground black pepper', '1 teaspoon ginger (fresh grated)', '5 cloves garlic (fresh, squeezed through a garlic press)', '1 tablespoon cornstarch', '1 tablespoon water'];korean
163;163;slow cooker korean beef;['1 cup beef broth', '1/2 cup reduced sodium soy sauce', '1/2 cup brown sugar (packed)', '4 cloves garlic (minced)', '1 tablespoon sesame oil', '1 tablespoon rice wine vinegar', '1 tablespoon ginger (freshly grated)', '1 teaspoon Sriracha (or more, to taste)', '1/2 teaspoon onion powder', '1/2 teaspoon white pepper', '3 pounds boneless beef chuck roast (cut into 1-inch cubes)', '2 tablespoons cornstarch', '1 teaspoon sesame seeds', '2 green onions (thinly sliced)'];korean
164;164;korean fried chicken 2;['4 chicken breasts (sliced into long thick strips)', '1 cup buttermilk', '1/2 teaspoon salt', '1/4 teaspoon white pepper', '1/4 teaspoon garlic salt', '1 1/2 cups all-purpose flour (plain)', '1 teaspoon salt', '1 teaspoon ground black pepper', '1/2 teaspoon garlic salt', '1/2 teaspoon celery salt', '1 teaspoon dried thyme', '1 teaspoon paprika', '1 teaspoon baking powder', '1 teaspoon chilli flakes', 'vegetable oil (for deep frying, at least 1 litre/four cups)', '2 tablespoons gochujang (paste)', '2 tablespoons honey', '4 tablespoons brown sugar', '4 tablespoons soy sauce', '2 cloves garlic (peeled and minced)', '2 teaspoons minced ginger', '1 tablespoon vegetable oil', '1 tablespoon sesame oil', '3 spring onions (sliced into thin strips)', '1 teaspoon sesame seeds', '1/2 teaspoon chilli flakes (red pepper flakes)'];korean
165;165;pajeon (korean scallion pancake);['1 cup all-purpose flour (sifted)', '1 large egg', '1/2 cup water', '3 tablespoons kimchi juice', '2 stalks scallion (cut into small rounds)', '1/2 teaspoon salt', 'oil (for pan-frying)', '2 tablespoons soy sauce', '1/4 teaspoon rice vinegar', '1 pinch red chili flakes', '1/2 teaspoon sugar', '1 clove garlic (finely minced)'];korean
166;166;korean bbq pork chop;['2 tablespoons shallot', '1 clove garlic', '1/3 cup brown sugar', '1/4 fish sauce', '2 tablespoons rice vinegar', '1 teaspoon Sriracha', '2 tablespoons lime juice', '1/2 teaspoon freshly ground black pepper', '4 bone-in pork chops'];korean
167;167;korean pork bulgogi;['2 pounds pork sirloin chops (or pork loin, thinly sliced against the grain)', '2 cloves garlic (minced)', '4 tablespoons soy sauce', '1 teaspoon red chili flakes (dried)', '2 tablespoons fresh ginger (grated)', '2 tablespoons brown sugar', '2 tablespoons sesame oil', '4 tablespoons vegetable oil', '1/2 cup green onions (sliced into 1 inch lengths, plus more for garnish, optional)', '10 dried chilies (whole, optional)', '1 tablespoon sesame seeds (optional)'];korean
168;168;impossible korean tacos;['1 package Impossible™ Burger', '2 cloves garlic', '1 pear', '1 tablespoon shallot', '1 tablespoon sesame oil', '2 cups savoy cabbage', '1/2 cup carrot', '2 green onions', '3 tablespoons tamari', '1/2 tablespoon sesame seeds', '1 tablespoon Sriracha', '1 limes (juiced, separated)', '1/2 avocado', '2 1/2 teaspoons Korean chili powder', '5 tablespoons mirin', '1 tablespoon ginger', '1 1/2 tablespoons gochujang', '2 tablespoons dark brown sugar', '8 tortillas', '1/2 cup daikon', '1/4 bunch cilantro', '1 tablespoon rice vinegar', '1 teaspoon dark sesame oil', '1 teaspoon tamari', '1 1/2 cups plain yogurt', '2 tablespoons agave', '1 teaspoon salt', '1 tablespoon lime juice'];korean
169;169;bulgogi - korean beef bbq;['1 pound beef (Thinly sliced, top sirloin or any tender loin area)', '3 tablespoons soy sauce (Kikoman)', '2 tablespoons sugar', '1 tablespoon honey', '2 teaspoons sugar', '2 tablespoons cooking wine (rice, [sake or leftover red wine is also ok])', '1 tablespoon sesame oil', '2 tablespoons minced garlic', '1 teaspoon ground black pepper', '2 teaspoons toasted sesame seeds', '1 tablespoon green onion (chopped)'];korean
170;170;sweet korean lentils;['2 cups water', '1/4 cup soy sauce', '3 tablespoons brown sugar', '2 cloves garlic (minced)', '1 inch ginger (piece of, minced)', '1 teaspoon sesame oil', '1/2 teaspoon crushed red pepper flakes', '1 tablespoon oil (light, such as canola, vegetable, or peanut oil)', '1/2 yellow onion (chopped)', '1 cup red lentils', '2 green onions (chopped)', '1 tablespoon sesame seeds', 'cooked rice (for serving)'];korean
171;171;korean beef tacos;['2 tablespoons brown sugar', '2 tablespoons reduced sodium soy sauce', '1 teaspoon sesame oil', '1/4 teaspoon crushed red pepper flakes', '1 pinch ground ginger', '2 teaspoons vegetable oil', '2 cloves garlic (minced)', '8 ounces ground beef', '2 teaspoons sesame oil', '1 cup kimchi (chopped)', '1 teaspoon sugar', '1/4 cup mayonnaise', '1 tablespoon Sriracha', '2 teaspoons lime juice (freshly squeezed)', '12 flour tortillas (mini)', '1/4 cup diced red onion', '2 tablespoons cilantro leaves (chopped fresh)', '1/4 teaspoon sesame seeds'];korean
172;172;korean beef bowls;['1 1/2 tablespoons honey', '1 1/2 tablespoons dark brown sugar (light can be substituted)', '1 1/2 teaspoons sesame oil', '1 1/2 teaspoons fresh lime juice', '3 tablespoons soy sauce', '2 tablespoons water', '18 ounces ground beef (85% lean Angus)', '1/3 cup green onions (chopped, only white and light portion)', '1 tablespoon minced fresh garlic', '1 tablespoon fresh ginger (peeled and minced)', 'green onions (optional)', 'unsalted peanuts (optional)', 'sesame seeds (optional)', 'sriracha (optional)', 'brown rice', 'brown rice', 'cauliflower', 'veggies (optional)', 'carrots (optional)'];korean
173;173;spicy korean pork bulgogi;['1 1/2 pounds pork belly (or pork shoulder/pork butt)', '3 stalks green onions (cut into 1 1/2 inch chunks, including the whites)', '2 tablespoons garlic (grated, approximately 5–6 cloves)', '1 1/2 tablespoons ginger (grated, approximately 1 inch of ginger)', '1 medium onion', '3 1/2 tablespoons gochujang', '1 tablespoon soy sauce (or 1/2 tablespoons fish sauce)', '2 tablespoons honey (or sugar)', '1 tablespoon sesame oil', '2 tablespoons cooking wine (mirin)', '3 tablespoons water', '1 tablespoon gochugaru (Korean chilli flakes – Optional, if you like it spicy)'];korean
174;174;korean bbq marinade;['beef short ribs (or slabs of extra firm tofu)', '1/4 cup soy sauce', '1/4 cup pear juice (fresh Asian, or puree, optional, but recommended*)', '2 tablespoons toasted sesame oil', '3 cloves garlic (crushed)', '2 scallions (chopped)', '1 1/2 teaspoons fresh ginger (grated)', '1 tablespoon brown sugar', '1 teaspoon toasted sesame seeds', '1 dash freshly ground black pepper'];korean
